id,English,Russian,French,German,Spanish,Italian,Portuguese,ChineseSimplified,Turkish,Japanese,Korean,Arabic
Medium Leg Extension,Medium Leg Extension,Среднее Разгибание Ног,Extension de jambe moyen,Mittlere Beinstrecker,Extensión de pierna normal,Leg Extension livello medio,Extensão de pernas médio,中级腿部拉伸,Orta Bacak Uzatma,中級 レッグエクステンション,중급 레그 익스텐션,مد أقدام متوسط
Hard Leg Extension,Hard Leg Extension,Тяжелое Разгибание Ног,Extension de jambe difficile,Schwere Beinstrecker,Extensión de pierna difícil,Leg Extension livello difficile,Extensão de pernas difícil,困难腿部拉伸,Zor Bacak Uzatma,上級 レッグエクステンション,상급 레그 익스텐션,مد أقدام صعب
Deadlift,Deadlift,Становая Тяга,Soulevé de terre,Kreuzheben,Peso muerto,Deadlift,Levantamento terra,硬举,Sıfırdan Kaldırma,デッドリフト,데드리프트,رفع أوزان
Medium Barbell Curl,Medium Barbell Curl,Среднее Сгибание Рук со Штангой,Barre haltère moyen,Mittlerer Langhantelcurl,Curl con pesas normal,Piegamenti con bilanciere livello medio,Rosca direta com barra média,中级杠铃屈臂,Orta Halter Bükme,中級 バーベルカール,보통 바벨 컬,Barbell Curl متوسط
Hard Barbell Curl,Hard Barbell Curl,Тяжелое Сгибание Рук со Штангой,Barre haltère difficile,Schwerer Langhantelcurl,Curl con pesas difícil,Piegamenti con bilanciere livello difficile,Rosca direta com barra difícil,困难杠铃屈臂,Zor Halter Bükme,上級 バーベルカール,상급 바벨 컬,Barbell Curl صعب
Easy Shoulder Press,Easy Shoulder Press,Легкий Жим от Плеч,Développé épaule facile,Leichte Schulterpresse,Prensa de hombros fácil,Shoulder Press livello facile,Desenvolvimento ombros fácil,简单肩部推举,Kolay Omuz Presi,初級 ショルダープレス,초급 숄더 프레스,Shoulder Press سهل
Medium Shoulder Press,Medium Shoulder Press,Средний Жим от Плеч,Développé épaule moyen,Mittlere Schulterpresse,Prensa de hombros normal,Shoulder Press livello medio,Desenvolvimento ombros médio,中级肩部推举,Orta Omuz Presi,中級 ショルダープレス,중급 숄더 프레스,Shoulder Press متوسط
Hard Shoulder Press,Hard Shoulder Press,Тяжелый Жим от Плеч,Développé épaule difficile,Schwere Schulterpresse,Prensa de hombros difícil,Shoulder Press livello difficile,Desenvolvimento ombros difícil,困难肩部推举,Zor Omuz Presi,上級 ショルダープレス,상급 숄더 프레스,Shoulder Press صعب
Big Crunch,Crunch,Скручивания,Crunch,Crunch,Abdominal,Crunch,Abdominal inferior,卷腹,Crunch,クランチ,크런치,Crunch
Big Knee Raise,Knee Raise,Поднятие Колен,Relevé de genou,Knieheben,Levantamiento de rodilla,Knee Raise,Elevação de joelhos,抬高膝关节,Diz Kaldırma,ニーレイズ,니 레이즈,رفع ركبة
Big Vertical Up,Vertical Up,Подъем Ног,Vertical,Vertikal hoch,Abdominal bajo,Verticale,Vertical alto,垂直向上,Dikey Kaldırma,バーティカルアップ,버티컬 업,Vertical Up
Big Sit Up,Sit Up,Подъем Сидя,Sit Up,Rumpfbeuge,Sentadilla,Addominali,Abdominal,仰卧起坐,Mekik,シットアップ,싯업,ضغط
Big Leg Raise,Leg Raise,Поднятие Ног,Relevé de jambe,Beinheben,Levantamiento de pierna,Leg Raise,Elevação de pernas,抬腿,Bacak Kaldırma,レッグレイズ,레그 레이즈,رفع ساق
Easy Tricep Extension,Easy Triceps Extension,Легкий Жим из-за Головы,Extension triceps facile,Leichter Trizepsstrecker,Extensión de tríceps fácil,Estensione tricipiti livello facile,Extensão tríceps fácil,简单三头肌拉伸,Kolay Triseps Uzatma,初級 トライセップス エクステンション,초급 트라이셉스 익스텍션,Triceps Extension سهل
Medium Tricep Extension,Medium Triceps Extension,Средний Жим из-за Головы,Extension triceps moyenne,Mittlerer Trizepsstrecker,Extensión de tríceps normal,Estensione tricipiti livello medio,Extensão tríceps média,中级三头肌拉伸,Orta Triseps Uzatma,中級 トライセップス エクステンション,중급 트라이셉스 익스텐션,Triceps Extension متوسط
Hard Tricep Extension,Hard Triceps Extension,Тяжелый Жим из-за Головы,Extension triceps difficile,Schwerer Trizepsstrecker,Extensión de tríceps difícil,Estensione tricipiti livello difficile,Extensão tríceps difícil,困难三头肌拉伸,Zor Triseps Uzatma,上級 トライセップス エクステンション,상급 트라이셉스 익스텐션,Triceps Extension صعب
Easy Cycle,Easy Cycle,Легкий Круг,Pédalage facile,Leichtes Fahren,Ciclismo fácil,Cyclette livello facile,Pedalada fácil,简单单车,Kolay Bisiklet,初級 サイクル,초급 사이클,دراجة سهلة
Medium Cycle,Medium Cycle,Средний Круг,Pédalage moyen,Mittleres Fahren,Ciclismo normal,Cyclette livello medio,Pedalada média,中级单车,Orta Bisiklet,中級 サイクル,중급 사이클,دراجة متوسطة
Hard Cycle,Hard Cycle,Тяжелый Круг,Pédalage difficile,Schweres Fahren,Ciclismo difícil,Cyclette livello difficile,Pedalada difícil,困难单车,Zor Bisiklet,上級 サイクル,상급 사이클,دراجة صعبة
Dumbbell Side Bend,Dumbbell Side Bend,Наклон с Гантелями,Haltère Side Bend,Seitenbeugen Kurzhantel,Flexión lateral con mancuernas,Piegamenti laterali con manubri,Inclinação lateral com haltere,哑铃侧弯,Dambıl Yan Bükme,ダンベル サイドベンド,덤벨 사이드 벤드,Dumbbell Side Bend
Easy Dumbbell Curl,Easy Dumbbell Curl,Легкое Сгибание на Бицепс,Haltère Curl facile,Leichter Kurzhantelcurl,Curl con mancuernas fácil,Piegamenti gambe con manubri livello facile,Rosca alternada fácil,简单哑铃屈臂,Kolay Dambıl Bükme,初級 ダンベルカール,초급 덤벨 컬,Dumbbell Curl سهل
Medium Dumbbell Curl,Medium Dumbbell Curl,Среднее Сгибание на Бицепс,Haltère Curl moyen,Mittlerer Kurzhantelcurl,Curl con mancuernas normal,Piegamenti gambe con manubri livello medio,Rosca alternada média,中级哑铃屈臂,Orta Dambıl Bükme,中級 ダンベルカール,중급 덤벨 컬,Dumbbell Curl متوسط
Hard Dumbbell Curl,Hard Dumbbell Curl,Тяжелое Сгибание на Бицепс,Haltère Curl difficile,Schwerer Kurzhantelcurl,Curl con mancuernas difícil,Piegamenti gambe con manubri livello difficile,Rosca alternada difícil,困难哑铃屈臂,Zor Dambıl Bükme,上級 ダンベルカール,상급 덤벨 컬,Dumbbell Curl صعب
Easy Leg Curl,Easy Leg Curl,Легкое Сгибание Ног,Leg Curl facile,Leichter Beinscurl,Curl de piernas fácil,Piegamenti gambe livello facile,Rosca perna fácil,简单屈腿,Kolay Bacak Bükme,初級 レッグカール,초급 레그 컬,Leg Curl سهل
Medium Leg Curl,Medium Leg Curl,Среднее Сгибание Ног,Leg Curl moyen,Mittlerer Beinscurl,Curl de piernas normal,Piegamenti gambe livello medio,Rosca perna média,中级屈腿,Orta Bacak Bükme,中級 レッグカール,중급 레그 컬,Leg Curl متوسط
Hard Leg Curl,Hard Leg Curl,Тяжелое Сгибание Ног,Leg Curl difficile,Schwerer Beinscurl,Curl de piernas difícil,Piegamenti gambe livello difficile,Rosca perna difícil,困难屈腿,Zor Bacak Bükme,上級 レッグカール,상급 레그 컬,Leg Curl صعب
Dumbbell Flye,Dumbbell Fly,Сведение Гантелей,Haltère Fly,Fliegende Kurzhanteln,Pectoral con mancuernas,Fly con manubri,Crucifixo,哑铃飞鸟,Dambıl Kanat,ダンベルフライ,덤벨 플라이,دمبل فلاي
Medium Chest Press,Medium Chest Press,Средний Жим от Груди,Développé poitrine moyen,Mittlere Brustpresse,Prensa de pecho normal,Chest Press livello medio,Supino vertical médio,中级推胸,Orta Göğüs Presi,中級 チェストプレス,중급 체스트 프레스,ضغط صدر متوسط
Hard Chest Press,Hard Chest Press,Тяжелый Жим от Груди,Développé poitrine difficile,Schwere Brustpresse,Prensa de pecho difícil,Chest Press livello difficile,Supino vertical difícil,困难推胸,Zor Göğüs Presi,上級 チェストプレス,상급 체스트 프레스,ضغط صدر صعب
Easy Pull Up Bar,Easy Pull Up Bar,Легкое Подтягивание,Traction barre facile,Leichte Klimmzugstange,Dominada fácil,Barra Pull Up livello facile,Barra fixa fácil,简单引体向上,Kolay Barfiks,初級 プルアップバー,초급 풀업바,رفع قضيب سهل
Medium Pull Up Bar,Medium Pull Up Bar,Среднее Подтягивание,Traction barre moyenne,Mittlere Klimmzugstange,Dominada normal,Barra Pull Up livello medio,Barra fixa médio,中级引体向上,Orta Barfiks,中級 プルアップバー,중급 풀업바,رفع قضيب متوسط
Hard Pull Up Bar,Hard Pull Up Bar,Тяжелое Подтягивание,Traction barre difficile,Schwere Klimmzugstange,Dominada difícil,Barra Pull Up livello difficile,Barra fixa difícil,困难引体向上,Zor Barfiks,上級 プルアップバー,상급 풀업바,رفع قضيب صعب
Ab Crunch,Ab Crunch,Скручивание на Пресс,Abdo Crunch,Bauchmuskel-Crunch,Crunch de abdominales,Ab Crunch,Abdominal crunch,腹肌卷腹,Karın Crunch,アブクランチ,앱 크런치,معدة شد
Ab Sit Up,Ab Sit Up,Скручивания Сидя,Abdo Sit Up,Bauchmuskel-Rumpfbeuge,Sentadilla de abdominales,Ab Sit Up,Ab Sit Up,腹肌仰卧起坐,Karın Mekiği,アブシットアップ,앱 싯업,معدة ضغط
Intensive Ab Sit Up,Intensive Ab Sit Up,Интенсивные Скручивания,Abdo Sit Up intensif,Intensive Bauchmuskel-Rumpfbeuge,Sentadilla intensiva,Ab Sit Up intensivo,Ab Sit Up intensivo,强化腹肌仰卧起坐,Yoğun Karın Mekiği,集中的アブシットアップ,집중 앱 싯업,معدة ضغط شديد
